pathway.id	pathway.name	source	dest	subtype
hsa01522	Endocrine resistance	MAPK12	FOS	activation
hsa01522	Endocrine resistance	MAPK12	JUN	activation
hsa01522	Endocrine resistance	MAPK12	SP1	activation
hsa01522	Endocrine resistance	MAPK8	ESR1	activation
hsa01522	Endocrine resistance	MAPK8	ESR2	activation
hsa01522	Endocrine resistance	MAPK8	CARM1	activation
hsa01522	Endocrine resistance	MAPK8	MED1	activation
hsa01522	Endocrine resistance	MAPK8	NCOA3	activation
hsa01522	Endocrine resistance	MAPK8	FOS	activation
hsa01522	Endocrine resistance	MAPK8	JUN	activation
hsa01522	Endocrine resistance	MAPK8	SP1	activation
hsa01522	Endocrine resistance	MAPK9	ESR1	activation
hsa01522	Endocrine resistance	MAPK9	ESR2	activation
hsa01522	Endocrine resistance	MAPK9	CARM1	activation
hsa01522	Endocrine resistance	MAPK9	MED1	activation
hsa01522	Endocrine resistance	MAPK9	NCOA3	activation
hsa01522	Endocrine resistance	MAPK9	FOS	activation
hsa01522	Endocrine resistance	MAPK9	JUN	activation
hsa01522	Endocrine resistance	MAPK9	SP1	activation
hsa01522	Endocrine resistance	MAPK10	ESR1	activation
hsa01522	Endocrine resistance	MAPK10	ESR2	activation
hsa01522	Endocrine resistance	MAPK10	CARM1	activation
hsa01522	Endocrine resistance	MAPK10	MED1	activation
hsa01522	Endocrine resistance	MAPK10	NCOA3	activation
hsa01522	Endocrine resistance	MAPK10	FOS	activation
hsa01522	Endocrine resistance	MAPK10	JUN	activation
hsa01522	Endocrine resistance	MAPK10	SP1	activation
hsa01522	Endocrine resistance	JAG1	NOTCH1	activation
hsa01522	Endocrine resistance	JAG1	NOTCH2	activation
hsa01522	Endocrine resistance	JAG1	NOTCH3	activation
hsa01522	Endocrine resistance	JAG1	NOTCH4	activation
hsa01522	Endocrine resistance	JAG2	NOTCH1	activation
hsa01522	Endocrine resistance	JAG2	NOTCH2	activation
hsa01522	Endocrine resistance	JAG2	NOTCH3	activation
hsa01522	Endocrine resistance	JAG2	NOTCH4	activation
hsa01522	Endocrine resistance	MDM2	TP53	inhibition
hsa01522	Endocrine resistance	TP53	CDKN2A	activation
hsa01522	Endocrine resistance	TP53	CDKN2C	activation
hsa01522	Endocrine resistance	TP53	CDKN1A	activation
hsa01522	Endocrine resistance	TP53	CDKN1B	activation
hsa01522	Endocrine resistance	CDKN2A	CDK4	inhibition
hsa01522	Endocrine resistance	CDKN2C	CDK4	inhibition
hsa01522	Endocrine resistance	CDKN1A	CDK4	inhibition
hsa01522	Endocrine resistance	CDKN1B	CDK4	inhibition
hsa01522	Endocrine resistance	CCND1	CDK4	activation
hsa01522	Endocrine resistance	CDK4	RB1	inhibition
hsa01522	Endocrine resistance	RB1	E2F1	inhibition
hsa01522	Endocrine resistance	RB1	E2F2	inhibition
hsa01522	Endocrine resistance	RB1	E2F3	inhibition
hsa01522	Endocrine resistance	MTOR	RPS6KB1	activation
hsa01522	Endocrine resistance	MTOR	RPS6KB2	activation
hsa01522	Endocrine resistance	RPS6KB1	CARM1	activation
hsa01522	Endocrine resistance	RPS6KB1	MED1	activation
hsa01522	Endocrine resistance	RPS6KB1	NCOA3	activation
hsa01522	Endocrine resistance	RPS6KB1	ESR1	activation
hsa01522	Endocrine resistance	RPS6KB1	ESR2	activation
hsa01522	Endocrine resistance	RPS6KB1	FOS	activation
hsa01522	Endocrine resistance	RPS6KB1	JUN	activation
hsa01522	Endocrine resistance	RPS6KB1	SP1	activation
hsa01522	Endocrine resistance	RPS6KB2	CARM1	activation
hsa01522	Endocrine resistance	RPS6KB2	MED1	activation
hsa01522	Endocrine resistance	RPS6KB2	NCOA3	activation
hsa01522	Endocrine resistance	RPS6KB2	ESR1	activation
hsa01522	Endocrine resistance	RPS6KB2	ESR2	activation
hsa01522	Endocrine resistance	RPS6KB2	FOS	activation
hsa01522	Endocrine resistance	RPS6KB2	JUN	activation
hsa01522	Endocrine resistance	RPS6KB2	SP1	activation
hsa01522	Endocrine resistance	IGF1	IGF1R	activation
hsa01522	Endocrine resistance	IGF1R	SHC2	activation
hsa01522	Endocrine resistance	IGF1R	SHC4	activation
hsa01522	Endocrine resistance	IGF1R	SHC3	activation
hsa01522	Endocrine resistance	IGF1R	SHC1	activation
hsa01522	Endocrine resistance	IGF1R	PIK3CA	activation
hsa01522	Endocrine resistance	IGF1R	PIK3CB	activation
hsa01522	Endocrine resistance	IGF1R	PIK3CD	activation
hsa01522	Endocrine resistance	IGF1R	PIK3R1	activation
hsa01522	Endocrine resistance	IGF1R	PIK3R2	activation
hsa01522	Endocrine resistance	IGF1R	PIK3R3	activation
hsa01522	Endocrine resistance	ERBB2	SHC2	activation
hsa01522	Endocrine resistance	ERBB2	SHC4	activation
hsa01522	Endocrine resistance	ERBB2	SHC3	activation
hsa01522	Endocrine resistance	ERBB2	SHC1	activation
hsa01522	Endocrine resistance	ERBB2	PIK3CA	activation
hsa01522	Endocrine resistance	ERBB2	PIK3CB	activation
hsa01522	Endocrine resistance	ERBB2	PIK3CD	activation
hsa01522	Endocrine resistance	ERBB2	PIK3R1	activation
hsa01522	Endocrine resistance	ERBB2	PIK3R2	activation
hsa01522	Endocrine resistance	ERBB2	PIK3R3	activation
hsa01522	Endocrine resistance	BCL2	BAX	inhibition
hsa01522	Endocrine resistance	BCL2	BAD	inhibition
hsa01522	Endocrine resistance	BCL2	BIK	inhibition
hsa01522	Endocrine resistance	PTK2	PIK3CA	activation
hsa01522	Endocrine resistance	PTK2	PIK3CB	activation
hsa01522	Endocrine resistance	PTK2	PIK3CD	activation
hsa01522	Endocrine resistance	PTK2	PIK3R1	activation
hsa01522	Endocrine resistance	PTK2	PIK3R2	activation
hsa01522	Endocrine resistance	PTK2	PIK3R3	activation
hsa01522	Endocrine resistance	DLL3	NOTCH1	activation
hsa01522	Endocrine resistance	DLL3	NOTCH2	activation
hsa01522	Endocrine resistance	DLL3	NOTCH3	activation
hsa01522	Endocrine resistance	DLL3	NOTCH4	activation
hsa01522	Endocrine resistance	DLL1	NOTCH1	activation
hsa01522	Endocrine resistance	DLL1	NOTCH2	activation
hsa01522	Endocrine resistance	DLL1	NOTCH3	activation
hsa01522	Endocrine resistance	DLL1	NOTCH4	activation
hsa01522	Endocrine resistance	DLL4	NOTCH1	activation
hsa01522	Endocrine resistance	DLL4	NOTCH2	activation
hsa01522	Endocrine resistance	DLL4	NOTCH3	activation
hsa01522	Endocrine resistance	DLL4	NOTCH4	activation
hsa01523	Antifolate resistance	CHUK	NFKB1	activation
hsa01523	Antifolate resistance	CHUK	RELA	activation
hsa01523	Antifolate resistance	IKBKB	NFKB1	activation
hsa01523	Antifolate resistance	IKBKB	RELA	activation
hsa01523	Antifolate resistance	IKBKG	NFKB1	activation
hsa01523	Antifolate resistance	IKBKG	RELA	activation
hsa01524	Platinum drug resistance	ATM	TP53	activation
hsa01524	Platinum drug resistance	BCL2	BAX	inhibition
hsa01524	Platinum drug resistance	BCL2	BAK1	inhibition
hsa01524	Platinum drug resistance	CASP9	CASP3	activation
hsa01524	Platinum drug resistance	BAD	BCL2L1	inhibition
hsa01524	Platinum drug resistance	BAD	BCL2	inhibition
hsa01524	Platinum drug resistance	BIRC2	CASP3	inhibition
hsa01524	Platinum drug resistance	BIRC2	CASP9	inhibition
hsa01524	Platinum drug resistance	BIRC3	CASP3	inhibition
hsa01524	Platinum drug resistance	BIRC3	CASP9	inhibition
hsa01524	Platinum drug resistance	XIAP	CASP3	inhibition
hsa01524	Platinum drug resistance	XIAP	CASP9	inhibition
hsa01524	Platinum drug resistance	BIRC5	CASP3	inhibition
hsa01524	Platinum drug resistance	BIRC5	CASP9	inhibition
hsa01524	Platinum drug resistance	APAF1	CASP9	activation
hsa01524	Platinum drug resistance	CYCS	CASP9	activation
hsa01524	Platinum drug resistance	CASP8	CASP3	activation
hsa01524	Platinum drug resistance	CASP8	BID	activation
hsa01524	Platinum drug resistance	CASP8	ATM	activation
hsa01524	Platinum drug resistance	CASP8	TP53	activation
hsa01524	Platinum drug resistance	FADD	CASP8	activation
hsa01524	Platinum drug resistance	FAS	FADD	activation
hsa01524	Platinum drug resistance	FASLG	FAS	activation
hsa01524	Platinum drug resistance	PMAIP1	BCL2L1	inhibition
hsa01524	Platinum drug resistance	PMAIP1	BCL2	inhibition
hsa01524	Platinum drug resistance	BBC3	BCL2L1	inhibition
hsa01524	Platinum drug resistance	BBC3	BCL2	inhibition
hsa01524	Platinum drug resistance	BCL2L1	BAX	inhibition
hsa01524	Platinum drug resistance	BCL2L1	BAK1	inhibition
hsa01524	Platinum drug resistance	ERBB2	PIK3CA	activation
hsa01524	Platinum drug resistance	ERBB2	PIK3CB	activation
hsa01524	Platinum drug resistance	ERBB2	PIK3CD	activation
hsa01524	Platinum drug resistance	ERBB2	PIK3R1	activation
hsa01524	Platinum drug resistance	ERBB2	PIK3R2	activation
hsa01524	Platinum drug resistance	ERBB2	PIK3R3	activation
hsa01524	Platinum drug resistance	ERBB2	MAPK1	activation
hsa01524	Platinum drug resistance	ERBB2	MAPK3	activation
hsa01524	Platinum drug resistance	PIK3CA	PDPK1	activation
hsa01524	Platinum drug resistance	PIK3CB	PDPK1	activation
hsa01524	Platinum drug resistance	PIK3CD	PDPK1	activation
hsa01524	Platinum drug resistance	PIK3R1	PDPK1	activation
hsa01524	Platinum drug resistance	PIK3R2	PDPK1	activation
hsa01524	Platinum drug resistance	PIK3R3	PDPK1	activation
hsa01524	Platinum drug resistance	PDPK1	AKT3	activation
hsa01524	Platinum drug resistance	PDPK1	AKT1	activation
hsa01524	Platinum drug resistance	PDPK1	AKT2	activation
hsa01524	Platinum drug resistance	AKT3	CDKN1A	activation
hsa01524	Platinum drug resistance	AKT3	BAD	inhibition
hsa01524	Platinum drug resistance	AKT3	CASP9	inhibition
hsa01524	Platinum drug resistance	AKT3	BIRC2	activation
hsa01524	Platinum drug resistance	AKT3	BIRC3	activation
hsa01524	Platinum drug resistance	AKT3	XIAP	activation
hsa01524	Platinum drug resistance	AKT3	BIRC5	activation
hsa01524	Platinum drug resistance	AKT1	CDKN1A	activation
hsa01524	Platinum drug resistance	AKT1	BAD	inhibition
hsa01524	Platinum drug resistance	AKT1	CASP9	inhibition
hsa01524	Platinum drug resistance	AKT1	BIRC2	activation
hsa01524	Platinum drug resistance	AKT1	BIRC3	activation
hsa01524	Platinum drug resistance	AKT1	XIAP	activation
hsa01524	Platinum drug resistance	AKT1	BIRC5	activation
hsa01524	Platinum drug resistance	AKT2	CDKN1A	activation
hsa01524	Platinum drug resistance	AKT2	BAD	inhibition
hsa01524	Platinum drug resistance	AKT2	CASP9	inhibition
hsa01524	Platinum drug resistance	AKT2	BIRC2	activation
hsa01524	Platinum drug resistance	AKT2	BIRC3	activation
hsa01524	Platinum drug resistance	AKT2	XIAP	activation
hsa01524	Platinum drug resistance	AKT2	BIRC5	activation
hsa01524	Platinum drug resistance	MAPK1	BAD	inhibition
hsa01524	Platinum drug resistance	MAPK3	BAD	inhibition
hsa01524	Platinum drug resistance	CDKN2A	MDM2	inhibition
hsa01524	Platinum drug resistance	MDM2	TP53	inhibition
hsa01524	Platinum drug resistance	CDKN1A	CASP3	inhibition
hsa01524	Platinum drug resistance	CDKN1A	MAP3K5	inhibition
hsa03013	RNA transport	EIF4B	EIF4A1	activation
hsa03013	RNA transport	EIF4B	EIF4A2	activation
hsa03013	RNA transport	EIF2B1	EIF2S1	activation
hsa03013	RNA transport	EIF2B1	EIF2S3	activation
hsa03013	RNA transport	EIF2B1	EIF2S2	activation
hsa03013	RNA transport	EIF2B4	EIF2S1	activation
hsa03013	RNA transport	EIF2B4	EIF2S3	activation
hsa03013	RNA transport	EIF2B4	EIF2S2	activation
hsa03013	RNA transport	EIF2B3	EIF2S1	activation
hsa03013	RNA transport	EIF2B3	EIF2S3	activation
hsa03013	RNA transport	EIF2B3	EIF2S2	activation
hsa03013	RNA transport	EIF2B2	EIF2S1	activation
hsa03013	RNA transport	EIF2B2	EIF2S3	activation
hsa03013	RNA transport	EIF2B2	EIF2S2	activation
hsa03013	RNA transport	EIF2B5	EIF2S1	activation
hsa03013	RNA transport	EIF2B5	EIF2S3	activation
hsa03013	RNA transport	EIF2B5	EIF2S2	activation
hsa03013	RNA transport	CYFIP1	EIF4E	inhibition
hsa03013	RNA transport	CYFIP1	EIF4E1B	inhibition
hsa03013	RNA transport	CYFIP1	EIF4E2	inhibition
hsa03013	RNA transport	CYFIP2	EIF4E	inhibition
hsa03013	RNA transport	CYFIP2	EIF4E1B	inhibition
hsa03013	RNA transport	CYFIP2	EIF4E2	inhibition
hsa03015	mRNA surveillance pathway	SMG1	UPF1	activation
hsa03018	RNA degradation	PABPC4L	PAN3	activation
hsa03018	RNA degradation	PABPC4L	CNOT7	activation
hsa03018	RNA degradation	PABPC4L	CNOT8	activation
hsa03018	RNA degradation	PABPC5	PAN3	activation
hsa03018	RNA degradation	PABPC5	CNOT7	activation
hsa03018	RNA degradation	PABPC5	CNOT8	activation
hsa03018	RNA degradation	PABPC1	PAN3	activation
hsa03018	RNA degradation	PABPC1	CNOT7	activation
hsa03018	RNA degradation	PABPC1	CNOT8	activation
hsa03018	RNA degradation	PABPC1L2A	PAN3	activation
hsa03018	RNA degradation	PABPC1L2A	CNOT7	activation
hsa03018	RNA degradation	PABPC1L2A	CNOT8	activation
hsa03018	RNA degradation	PABPC3	PAN3	activation
hsa03018	RNA degradation	PABPC3	CNOT7	activation
hsa03018	RNA degradation	PABPC3	CNOT8	activation
hsa03018	RNA degradation	PABPC1L2B	PAN3	activation
hsa03018	RNA degradation	PABPC1L2B	CNOT7	activation
hsa03018	RNA degradation	PABPC1L2B	CNOT8	activation
hsa03018	RNA degradation	PABPC1L	PAN3	activation
hsa03018	RNA degradation	PABPC1L	CNOT7	activation
hsa03018	RNA degradation	PABPC1L	CNOT8	activation
hsa03018	RNA degradation	PABPC4	PAN3	activation
hsa03018	RNA degradation	PABPC4	CNOT7	activation
hsa03018	RNA degradation	PABPC4	CNOT8	activation
hsa03440	Homologous recombination	SYCP3	BRCA2	inhibition
hsa03460	Fanconi anemia pathway	FANCD2	BRCA2	activation
hsa03460	Fanconi anemia pathway	FANCD2	FAN1	activation
hsa03460	Fanconi anemia pathway	PALB2	RAD51C	activation
hsa03460	Fanconi anemia pathway	TELO2	ATR	activation
hsa03460	Fanconi anemia pathway	BRCA2	RAD51	activation
hsa03460	Fanconi anemia pathway	BRCA2	RAD51C	activation
hsa03460	Fanconi anemia pathway	BRIP1	MLH1	activation
hsa03460	Fanconi anemia pathway	BRIP1	PMS2	activation
hsa03460	Fanconi anemia pathway	FAN1	MLH1	activation
hsa03460	Fanconi anemia pathway	FAN1	PMS2	activation
hsa03460	Fanconi anemia pathway	USP1	FANCL	inhibition
hsa03460	Fanconi anemia pathway	WDR48	FANCL	inhibition
hsa04010	MAPK signaling pathway	RASGRF1	RRAS2	activation
hsa04010	MAPK signaling pathway	RASGRF1	MRAS	activation
hsa04010	MAPK signaling pathway	RASGRF1	HRAS	activation
hsa04010	MAPK signaling pathway	RASGRF1	KRAS	activation
hsa04010	MAPK signaling pathway	RASGRF1	NRAS	activation
hsa04010	MAPK signaling pathway	RASGRF1	RRAS	activation
hsa04010	MAPK signaling pathway	RASGRF2	RRAS2	activation
hsa04010	MAPK signaling pathway	RASGRF2	MRAS	activation
hsa04010	MAPK signaling pathway	RASGRF2	HRAS	activation
hsa04010	MAPK signaling pathway	RASGRF2	KRAS	activation
hsa04010	MAPK signaling pathway	RASGRF2	NRAS	activation
hsa04010	MAPK signaling pathway	RASGRF2	RRAS	activation
hsa04010	MAPK signaling pathway	DUSP10	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP10	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP10	MAPK8	inhibition
hsa04010	MAPK signaling pathway	DUSP10	MAPK9	inhibition
hsa04010	MAPK signaling pathway	DUSP10	MAPK10	inhibition
hsa04010	MAPK signaling pathway	DUSP10	MAPK14	inhibition
hsa04010	MAPK signaling pathway	DUSP10	MAPK11	inhibition
hsa04010	MAPK signaling pathway	DUSP10	MAPK13	inhibition
hsa04010	MAPK signaling pathway	DUSP10	MAPK12	inhibition
hsa04010	MAPK signaling pathway	DUSP1	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP1	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP2	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP2	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP2	MAPK8	inhibition
hsa04010	MAPK signaling pathway	DUSP2	MAPK9	inhibition
hsa04010	MAPK signaling pathway	DUSP2	MAPK10	inhibition
hsa04010	MAPK signaling pathway	DUSP2	MAPK14	inhibition
hsa04010	MAPK signaling pathway	DUSP2	MAPK11	inhibition
hsa04010	MAPK signaling pathway	DUSP2	MAPK13	inhibition
hsa04010	MAPK signaling pathway	DUSP2	MAPK12	inhibition
hsa04010	MAPK signaling pathway	DUSP4	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP4	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP4	MAPK8	inhibition
hsa04010	MAPK signaling pathway	DUSP4	MAPK9	inhibition
hsa04010	MAPK signaling pathway	DUSP4	MAPK10	inhibition
hsa04010	MAPK signaling pathway	DUSP4	MAPK14	inhibition
hsa04010	MAPK signaling pathway	DUSP4	MAPK11	inhibition
hsa04010	MAPK signaling pathway	DUSP4	MAPK13	inhibition
hsa04010	MAPK signaling pathway	DUSP4	MAPK12	inhibition
hsa04010	MAPK signaling pathway	DUSP5	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP5	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP5	MAPK8	inhibition
hsa04010	MAPK signaling pathway	DUSP5	MAPK9	inhibition
hsa04010	MAPK signaling pathway	DUSP5	MAPK10	inhibition
hsa04010	MAPK signaling pathway	DUSP5	MAPK14	inhibition
hsa04010	MAPK signaling pathway	DUSP5	MAPK11	inhibition
hsa04010	MAPK signaling pathway	DUSP5	MAPK13	inhibition
hsa04010	MAPK signaling pathway	DUSP5	MAPK12	inhibition
hsa04010	MAPK signaling pathway	DUSP6	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP6	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP7	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP7	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP7	MAPK8	inhibition
hsa04010	MAPK signaling pathway	DUSP7	MAPK9	inhibition
hsa04010	MAPK signaling pathway	DUSP7	MAPK10	inhibition
hsa04010	MAPK signaling pathway	DUSP7	MAPK14	inhibition
hsa04010	MAPK signaling pathway	DUSP7	MAPK11	inhibition
hsa04010	MAPK signaling pathway	DUSP7	MAPK13	inhibition
hsa04010	MAPK signaling pathway	DUSP7	MAPK12	inhibition
hsa04010	MAPK signaling pathway	DUSP8	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP8	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP8	MAPK8	inhibition
hsa04010	MAPK signaling pathway	DUSP8	MAPK9	inhibition
hsa04010	MAPK signaling pathway	DUSP8	MAPK10	inhibition
hsa04010	MAPK signaling pathway	DUSP8	MAPK14	inhibition
hsa04010	MAPK signaling pathway	DUSP8	MAPK11	inhibition
hsa04010	MAPK signaling pathway	DUSP8	MAPK13	inhibition
hsa04010	MAPK signaling pathway	DUSP8	MAPK12	inhibition
hsa04010	MAPK signaling pathway	DUSP9	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP9	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP9	MAPK8	inhibition
hsa04010	MAPK signaling pathway	DUSP9	MAPK9	inhibition
hsa04010	MAPK signaling pathway	DUSP9	MAPK10	inhibition
hsa04010	MAPK signaling pathway	DUSP9	MAPK14	inhibition
hsa04010	MAPK signaling pathway	DUSP9	MAPK11	inhibition
hsa04010	MAPK signaling pathway	DUSP9	MAPK13	inhibition
hsa04010	MAPK signaling pathway	DUSP9	MAPK12	inhibition
hsa04010	MAPK signaling pathway	DUSP16	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP16	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP16	MAPK8	inhibition
hsa04010	MAPK signaling pathway	DUSP16	MAPK9	inhibition
hsa04010	MAPK signaling pathway	DUSP16	MAPK10	inhibition
hsa04010	MAPK signaling pathway	DUSP16	MAPK14	inhibition
hsa04010	MAPK signaling pathway	DUSP16	MAPK11	inhibition
hsa04010	MAPK signaling pathway	DUSP16	MAPK13	inhibition
hsa04010	MAPK signaling pathway	DUSP16	MAPK12	inhibition
hsa04010	MAPK signaling pathway	DUSP3	MAPK1	inhibition
hsa04010	MAPK signaling pathway	DUSP3	MAPK3	inhibition
hsa04010	MAPK signaling pathway	DUSP3	MAPK8	inhibition
hsa04010	MAPK signaling pathway	DUSP3	MAPK9	inhibition
hsa04010	MAPK signaling pathway	DUSP3	MAPK10	inhibition
hsa04010	MAPK signaling pathway	DUSP3	MAPK14	inhibition
hsa04010	MAPK signaling pathway	DUSP3	MAPK11	inhibition
hsa04010	MAPK signaling pathway	DUSP3	MAPK13	inhibition
hsa04010	MAPK signaling pathway	DUSP3	MAPK12	inhibition
hsa04010	MAPK signaling pathway	PTPN7	MAPK1	inhibition
hsa04010	MAPK signaling pathway	PTPN7	MAPK3	inhibition
hsa04010	MAPK signaling pathway	PTPN7	MAPK8	inhibition
hsa04010	MAPK signaling pathway	PTPN7	MAPK9	inhibition
hsa04010	MAPK signaling pathway	PTPN7	MAPK10	inhibition
hsa04010	MAPK signaling pathway	PTPN7	MAPK14	inhibition
hsa04010	MAPK signaling pathway	PTPN7	MAPK11	inhibition
hsa04010	MAPK signaling pathway	PTPN7	MAPK13	inhibition
hsa04010	MAPK signaling pathway	PTPN7	MAPK12	inhibition
hsa04010	MAPK signaling pathway	PTPRR	MAPK1	inhibition
hsa04010	MAPK signaling pathway	PTPRR	MAPK3	inhibition
hsa04010	MAPK signaling pathway	PTPRR	MAPK8	inhibition
hsa04010	MAPK signaling pathway	PTPRR	MAPK9	inhibition
hsa04010	MAPK signaling pathway	PTPRR	MAPK10	inhibition
hsa04010	MAPK signaling pathway	PTPRR	MAPK14	inhibition
hsa04010	MAPK signaling pathway	PTPRR	MAPK11	inhibition
hsa04010	MAPK signaling pathway	PTPRR	MAPK13	inhibition
hsa04010	MAPK signaling pathway	PTPRR	MAPK12	inhibition
hsa04010	MAPK signaling pathway	PTPN5	MAPK1	inhibition
hsa04010	MAPK signaling pathway	PTPN5	MAPK3	inhibition
hsa04010	MAPK signaling pathway	PTPN5	MAPK8	inhibition
hsa04010	MAPK signaling pathway	PTPN5	MAPK9	inhibition
hsa04010	MAPK signaling pathway	PTPN5	MAPK10	inhibition
hsa04010	MAPK signaling pathway	PTPN5	MAPK14	inhibition
hsa04010	MAPK signaling pathway	PTPN5	MAPK11	inhibition
